id,ime,država,gorovje,višina,širina,dolžina,vrsta,število ogledov,priljubljenost,mesto na lestvici priljubljenosti,število slik,število poti 
13803883,Hochschlag,Avstrija,Hribovje vzhodno od Mure,1580,47.40289,15.50482,vrh,37,4,3324.,6,1
13803897,Rannerwandkreuz,Avstrija,Hribovje vzhodno od Mure,1085,47.35099,15.38322,vrh,27,2,3362.,3,1
13803900,Ranerwand,Avstrija,Hribovje vzhodno od Mure,1308,47.35572,15.39288,vrh,16,2,3387.,3,1
13803927,Gschaidberg,Avstrija,Hribovje vzhodno od Mure,1239,47.30517,15.43736,vrh,52,5,3270.,8,4
13803928,Gerlerkogelhütte,Avstrija,Hribovje vzhodno od Mure,1234,47.33172,15.46752,koča,53,5,3269.,10,4
13803934,Bruchen,Avstrija,Hribovje vzhodno od Mure,372,46.84344,16.05198,vrh,25,2,3370.,2,1
13803935,Stadelberg,Avstrija,Hribovje vzhodno od Mure,418,46.8384,16.03446,vrh,43,4,3302.,6,2
13803936,Rennfeld,Avstrija,Hribovje vzhodno od Mure,1629,47.40453,15.3597,vrh,60,6,3250.,8,1
13803942,Grad Dobra / Burgruine Neuhaus am Klausenbach,Avstrija,Hribovje vzhodno od Mure,355,46.86896,16.02768,vrh,29,3,3353.,15,1
13803943,Grad Tabor pri Dobri / Schloss Tabor in Neuhaus am Klausenbach,Avstrija,Hribovje vzhodno od Mure,380,46.88262,16.02944,vrh,36,3,3328.,6,3
13803944,Galgenkreuz,Avstrija,Hribovje vzhodno od Mure,361,46.88451,16.01382, ,57,5,3258.,7,6
13803945,Grenzgasthaus Mertschnigg,Avstrija,Hribovje vzhodno od Mure,373,46.84996,16.06548,"koča, sedlo",36,3,3329.,2,1
13803946,Rauscherriegel,Avstrija,Hribovje vzhodno od Mure,380,46.85432,16.0623,vrh,33,3,3342.,1,2
13803947,Wolfsriegel,Avstrija,Hribovje vzhodno od Mure,381,46.87408,16.04482,vrh,12,1,3400.,3,1
13803955,Schloss Kapfenstein,Avstrija,Hribovje vzhodno od Mure,442,46.88987,15.97709,koča,38,4,3321.,6,6
13803956,Sv. Miklavž / St. Nikolaus (Kapfenstein),Avstrija,Hribovje vzhodno od Mure,411,46.88903,15.97677,cerkev,35,3,3337.,3,6
13803969,Wildkogel,Avstrija,Hribovje vzhodno od Mure,1288,47.325,15.45658,vrh,29,3,3354.,1,3
13803988,Stoahandhütte,Avstrija,Hribovje vzhodno od Mure,1317,47.35985,15.51021,"koča, planina, sedlo",42,4,3306.,2,5
13803996,Stoakoglhütte,Avstrija,Hribovje vzhodno od Mure,1372,47.35535,15.56824,"koča, planina, sedlo",19,2,3384.,2,3
13804027,Stanglalm,Avstrija,Hribovje vzhodno od Mure,1470,47.49032,15.54611,"koča, planina, sedlo, cerkev",13,1,3397.,3,2
13804028,Stanglalpe,Avstrija,Hribovje vzhodno od Mure,1490,47.49422,15.53461,vrh,12,1,3402.,2,1
13804029,Leopold-Wittmaier-Hütte,Avstrija,Hribovje vzhodno od Mure,1464,47.49538,15.5323,"koča, planina",10,1,3404.,3,1
14102413,Velika Lelija,Bosna in Hercegovina,Zelengora,2032,43.42256,18.48761,"vrh, planina",1639,27,2528.,7,1
14302565,Pico Ruivo,Portugalska,Madeira,1862,32.7589,-16.943,vrh,5850,38,2132.,5,1
14402603,Pico del Teide,Španija,Kanarsko otočje,3718,28.2723,-16.6425,vrh,8380,40,2080.,5,1
14602651,Hymettus,Grčija,Atene,1026,37.9463,23.816, ,474,17,2852.,2,1
14602653,Parnitha,Grčija,Atene,1413,38.1521,23.7365,planina,741,21,2739.,2,1
14702665,Gunung Rinjani,Indonezija,Pacific ring of fire,3726,-8.4112,116.4573,vrh,3600,34,2262.,21,1
14702666,Pelawangan I (Gn. Rinjani crater rim),Indonezija,Pacific ring of fire,2641,-8.6371,116.6722,vrh,361,15,2922.,7,1
14702668,Aiq Kalak (Mt. Rinjani's hot springs),Indonezija,Pacific ring of fire,1980,-8.6598,116.7013,slap,387,16,2908.,2,1
14702669,Danau Segara Anak,Indonezija,Pacific ring of fire,2009,,,jezero,436,17,2872.,6,1
14702670,Air Terjun Sindang Gila,Indonezija,Pacific ring of fire,550,-8.5141,116.6846,slap,411,16,2890.,2,2
14702678,Pura Lempuyang,Indonezija,Pacific ring of fire,768,-8.39509,115.6477,vrh,288,13,2982.,4,1
14702681,Gunung Agung,Indonezija,Pacific ring of fire,3031,-8.34083,115.5033,vrh,1010,23,2659.,4,1
14802671,Kilimandžaro,Tanzanija,Kilimandžaro,5895,-4.1336,37.8087,vrh,7740,39,2089.,1,2
15002704,Pantokrator,Grčija,Grški otoki,912,39.748,19.8721,"koča, cerkev",1500,26,2553.,5,1
15003306,Dikeos (Kos),Grčija,Grški otoki,846,36.8343,27.207,"vrh, bivak, cerkev",630,19,2778.,14,1
15003426,Stavrota (Lefkada),Grčija,Grški otoki,1182,38.69903,20.6248,vrh,889,22,2691.,11,1
15003429,Slap Nidri (Lefkada),Grčija,Grški otoki,157,38.72528,20.68539,slap,757,21,2732.,5,1
15003598,Obzidje nad Mátalo (Kreta),Grčija,Grški otoki,55,34.99068,24.74768,vrh,136,9,3146.,7,1
15003599,Kókkini ámmos / Red beach (Crete) / Rdeča plaža (Kreta),Grčija,Grški otoki,5,34.98619,24.74946, ,127,9,3153.,7,1
15003600,Idaion Andro (Kreta),Grčija,Grški otoki,1525,35.20836,24.82914, ,155,9,3128.,6,1
15003601,Agathias (Kreta),Grčija,Grški otoki,2424,35.2202,24.78346,vrh,252,12,3023.,4,2
15003604,Timios Stavros / Psiloritis (Kreta),Grčija,Grški otoki,2456,35.22634,24.77087,"vrh, cerkev",1020,23,2657.,14,2
15003608,Agia Roumeli (Kreta),Grčija,Grški otoki,10,35.23009,23.96373, ,172,10,3111.,8,1
15003609,Pahnes (Kreta),Grčija,Grški otoki,2453,35.29204,24.03194,vrh,306,14,2968.,6,1
15003768,Ainos (Kefalonija),Grčija,Grški otoki,1628,38.13658,20.671,vrh,247,12,3028.,4,1
15004022,Spathi (Kreta),Grčija,Grški otoki,2148,35.11804,25.49723,vrh,23,2,3374.,5,1
15004024,Vigla (Kerkis) (Samos),Grčija,Grški otoki,1443,37.72634,26.62205,vrh,24,2,3372.,6,1
15004030,Zastano (Samos),Grčija,Grški otoki,1206,37.74586,26.63356,vrh,13,1,3398.,4,1
15102712,Paglia Orba,Francija,Korzika,2525,42.343,8.8783,vrh,5120,37,2171.,6,1
15202780,Pelister,Severna Makedonija,Baba planina,2601,41.00312,21.184,"vrh, planina",5400,37,2157.,16,1
15302801,Maja Jezercë,Albanija,Prokletije,2694,42.4425,19.8141,vrh,6900,39,2108.,4,1
15302966,Dobra Kolata / Kollata e Mirë,"Albanija, Črna gora",Prokletije,2528,42.4889,19.8998,vrh,2101,29,2437.,2,1
15302968,Zla Kolata / Kollata e keqe,Črna gora,Prokletije,2534,42.4849,19.896,"vrh, planina",3593,34,2265.,4,1
15302969,Razgledišče nad Valbono,"Albanija, Črna gora",Prokletije,1550,42.4608,19.8788, ,1390,25,2569.,2,2
15602985,Glungezer Hütte,Avstrija,Tuxer Alpe,2610,47.20972,11.52705,koča,1340,25,2581.,6,1
15603276,Patscherkofel,Avstrija,Tuxer Alpe,2246,47.20883,11.4606,vrh,390,16,2905.,4,1
15703064,Pico,Portugalska,Azori,2351,38.46866,-28.39926,vrh,2320,30,2415.,3,1
15803110,Rucu Pichincha,Ekvador,Andi,4698,,,vrh,1890,28,2471.,7,1
16003211,Lake Cootapatamba,Avstralija,Great Dividing Range,2047,-36.46581,148.26485,jezero,285,13,2983.,3,2
16003212,Mount Kosciuszko,Avstralija,Great Dividing Range,2228,-36.45585,148.26351,vrh,5690,38,2143.,4,3
16003215,Seaman's Hut,Avstralija,Great Dividing Range,2030,-36.45018,148.28278,bivak,207,11,3068.,3,1
16003217,Eagles Nest,Avstralija,Great Dividing Range,1927,-36.49378,148.28764,"koča, sedlo",319,14,2952.,5,1
16103213,Sydney - Bondi Beach,Avstralija,Obalna Avstralija,10,-33.89151,151.27665, ,406,16,2893.,5,1
16103214,Sydney - Coogee Beach,Avstralija,Obalna Avstralija,10,-33.92108,151.25768, ,282,13,2985.,3,1
16201161,Gorca,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",347,46.5576,15.70049,"vrh, planina, cerkev",163068,56,1527.,6,1
16201201,Koča na Žavcarjevem vrhu,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",863,46.59957,15.52689,koča,353348,76,817.,6,4
16201202,Žavcarjev vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",915,46.60105,15.52321,vrh,505954,91,318.,3,5
16201203,Planinski dom Kozjak,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",690,46.60382,15.56151,koča,294953,70,1027.,5,5
16201204,Tojzlov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",703,46.60462,15.55985,vrh,374210,79,734.,2,6
16201398,Jeruzalem,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",338,46.47636,16.18751,"vrh, koča, cerkev",339783,75,866.,9,11
16201401,Zavrh v Slovenskih goricah,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",370,46.53858,15.82664,"vrh, koča",376663,79,725.,12,4
16201483,Kapunar,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1051,46.6419,15.2525,vrh,324137,73,916.,5,11
16201602,Brod na Muri (Melinci),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",175,,, ,196606,59,1401.,4,1
16201647,Sveti Janez Krstnik na Ojstrici,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",982,46.6195,15.0357,cerkev,196488,59,1402.,8,1
16201818,Plački vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",510,46.6801,15.618,vrh,253841,66,1183.,9,3
16202020,Sveti Duh na Ostrem Vrhu,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",904,46.6149,15.4593,cerkev,358589,77,794.,11,6
16202335,Sv. Urban nad Mariborom,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",595,46.6036,15.6053,cerkev,309739,72,970.,10,8
16202340,Sv. Križ (Gaj nad Mariborom),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",575,46.6189,15.5658,cerkev,281622,69,1077.,5,3
16202341,Petnikov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",603,46.6215,15.5558,vrh,215265,62,1327.,6,1
16202344,Samotni bor,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",426,46.57708,15.63541,vrh,151907,54,1572.,7,1
16202807,Babičev mlin na Muri,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",182,46.5921,16.1668, ,1633,27,2529.,8,2
16202900,Šteharski vrh (Šteharnikov vrh),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1018,46.5723,14.9848,vrh,8260,40,2082.,8,5
16202901,Brinjeva gora (nad Prevaljami),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",723,46.5592,14.9389,"vrh, cerkev",10830,41,2050.,9,3
16202902,Sveti Križ pri Dravogradu,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",528,46.5744,15.011,"vrh, cerkev",1690,27,2516.,8,1
16202970,Grad Negova,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",289,46.6108,15.9365,"vrh, cerkev",1120,24,2630.,5,3
16203010,Sveti Primož nad Muto,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",806,46.6306,15.1584,"sedlo, cerkev",2600,31,2366.,6,5
16203011,Bricnik,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1017,46.6358,15.1669,vrh,4220,36,2207.,7,8
16203014,Zavetišče Onuk - Glavar,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",790,46.6315,15.1681,koča,685,20,2754.,5,3
16203015,Sveti Jernej nad Muto,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1038,46.6532,15.1421,"vrh, planina, cerkev",3572,34,2267.,5,6
16203017,Sedelnikov slap,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",500,46.6439,15.1334,slap,3831,35,2240.,4,1
16203020,Sv. Simon in Juda Tadej (Pernice),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1059,46.6399,15.105,cerkev,2550,31,2373.,8,2
16203021,Bivak Piramida,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1395,46.6459,15.0361, ,4570,36,2196.,7,5
16203022,Kozji vrh (pri Košenjaku),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1383,46.6439,15.0849,vrh,3670,34,2258.,2,3
16203044,Župank,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",508,46.6175,15.2377, ,1090,23,2639.,5,1
16203047,Sveti Urban (Radelca),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",920,46.6414,15.2763,cerkev,1690,27,2517.,6,6
16203048,Sveti Pankracij (Radelca),"Avstrija, Slovenija","Strojna, Košenjak, Kozjak in Slovenske gorice",900,46.6529,15.2995,"vrh, cerkev",2390,30,2400.,9,9
16203071,Pokeržnikov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1055,46.59715,14.9117,vrh,2975,33,2309.,6,3
16203073,Gomila,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",352,46.5082,16.0081,"vrh, koča",3330,34,2278.,8,9
16203074,Turistična kmetija Amur,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",260,46.4953,15.9983,"koča, jezero",1300,25,2592.,8,2
16203075,Sveti Urh (Strojna),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",998,46.5957,14.914,cerkev,2310,30,2419.,5,2
16203076,Šteknetov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1061,46.5849,14.9637,vrh,1950,29,2460.,2,1
16203079,Sveti Trije Kralji (nad Radljami ob Dravi),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",820,46.6368,15.1984,"vrh, cerkev",2864,33,2326.,11,3
16203080,Lovska koča Radlje ob Dravi,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",622,46.6338,15.2045, ,3880,35,2234.,4,1
16203093,Stari grad nad Radljami ob Dravi (Mahrenberg),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",576,46.6183,15.2209,vrh,1570,26,2540.,7,1
16203218,Kapela sv. Rozalije na Samotnem boru,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",370,46.5778,15.6388, ,536,18,2823.,4,1
16203278,Blaguško jezero,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",220,46.56667,16.00145,jezero,1180,24,2614.,14,2
16203279,Sveti Duh (Stara Gora),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",262,46.5493,16.0314,"vrh, koča, cerkev",437,17,2871.,4,2
16203320,Sveta Trojica v Slovenskih goricah,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",291,46.57639,15.87523,"vrh, cerkev",1220,24,2604.,9,2
16203321,Trojiško jezero (Gradiško jezero),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",234,46.57372,15.87098,"koča, jezero",1760,28,2498.,11,1
16203359,Razgledna točka Kapela,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",312,46.61937,16.03469,"vrh, cerkev",886,22,2693.,6,3
16203380,Norički vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",303,46.6695,15.97833,vrh,586,19,2802.,3,1
16203401,Radgonski grad,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",267,46.68286,15.98259,vrh,300,14,2975.,4,3
16203410,Piramida (nad Gornjo Radgono),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",310,46.67742,15.96981,vrh,1100,24,2636.,1,2
16203416,Sveta Ana v Slovenskih goricah,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",358,46.64691,15.84372,"vrh, koča, cerkev",568,18,2810.,3,2
16203431,Lisjakova struga,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",206,46.66915,16.00264,koča,317,14,2954.,10,1
16203436,Lovska koča LD Negova (Zeleni gaj),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",256,46.60307,15.94886,koča,179,10,3100.,1,1
16203437,Ribnik Gosijak,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",225,46.61024,15.94079,jezero,201,11,3075.,3,1
16203439,Sveti Trije Kralji v Slovenskih goricah,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",296,46.60284,15.8961,"vrh, cerkev",297,14,2977.,4,1
16203440,Cerkvenjak,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",341,46.56567,15.94299,"vrh, koča, cerkev",367,15,2919.,7,2
16203444,Kalvarija (cerkev svete Barbare),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",375,46.56905,15.63974,"vrh, cerkev",2380,30,2406.,14,1
16203448,Rimsko gomilno grobišče v Anželovem gozdu,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",260,46.57414,15.93522, ,259,13,3014.,3,1
16203454,Koča v naši grabi,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",283,46.55496,15.97359,koča,236,12,3036.,6,1
16203455,Možičev vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",926,46.60118,15.51533,vrh,696,20,2752.,2,4
16203500,Sršenov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",963,46.61943,15.37211,vrh,1350,25,2579.,5,4
16203501,Sveta Katarina (Zgornja Kapla),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",777,46.6367,15.37533,cerkev,419,16,2883.,8,3
16203502,Jezero Komarnik,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",236,46.57074,15.80579,jezero,209,11,3066.,7,1
16203521,Razkriški kot (sotočje Mure in Ščavnice),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",169,46.52349,16.30346, ,304,14,2971.,5,2
16203536,Grmada (pri Vurberku) - severozahodni vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",460,46.49517,15.79499,vrh,389,16,2906.,3,2
16203537,Grmada (pri Vurberku) - jugovzhodni vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",462,46.49302,15.79882,vrh,231,12,3042.,2,2
16203538,Grad Vurberk,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",427,46.48648,15.79619,"vrh, cerkev",524,18,2828.,5,2
16203541,Ostragova,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",309,46.54024,15.92471,vrh,212,11,3064.,3,1
16203542,Sveti Andraž (Vitomarci),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",296,46.5281,15.93284, ,188,10,3092.,9,2
16203557,Sveti Jurij (Remšnik),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",685,46.62559,15.3009,"vrh, cerkev",436,17,2873.,7,4
16203614,Čajžič,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",421,46.65386,15.59109,vrh,189,10,3091.,1,2
16203617,Rojstna hiša Stanka Vraza,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",293,46.48249,16.16574, ,249,12,3026.,5,2
16203628,Svetinje,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",310,46.46234,16.16985,"vrh, cerkev",324,15,2946.,5,1
16203629,Kostanj,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",325,46.47934,16.08374,vrh,153,9,3131.,4,2
16203660,Puhov muzej (Sakušak),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",334,46.49884,15.98385, ,141,9,3142.,9,1
16203667,Beli vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",355,46.69582,15.70247,vrh,191,10,3086.,3,1
16203668,Gradišče Novine,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",346,46.70204,15.6521,vrh,130,9,3150.,2,3
16203682,Jezero Radehova,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",233,46.56312,15.83846,jezero,216,11,3057.,2,1
16203683,Kapela sv. Marije (Radehova),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",251,46.56728,15.83837, ,103,8,3176.,4,1
16203696,Skrivališče konjev,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",278,46.47032,16.12828, ,126,9,3154.,3,1
16203697,Kapela sv. Družine (Runeč),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",311,46.46367,16.12936,cerkev,95,8,3185.,3,2
16203708,Kogel (Litmerk),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",330,46.44082,16.153,vrh,125,8,3156.,4,2
16203711,Tolsti vrh (na Kozjaku),"Avstrija, Slovenija","Strojna, Košenjak, Kozjak in Slovenske gorice",756,46.65185,15.3759,vrh,254,12,3022.,3,4
16203713,Odomovo jezero,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",661,46.64439,15.36701,jezero,638,20,2774.,8,1
16203716,Grilov vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",835,46.58362,15.42143,vrh,547,18,2819.,5,2
16203717,Turška peč,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",612,46.58464,15.41073,vrh,231,12,3043.,2,2
16203734,Lovsko zavetišče LD Mala Nedelja,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",215,46.52068,16.10702,koča,74,7,3221.,1,1
16203739,Sveta Trojica (Mala Nedelja),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",280,46.52324,16.0552,"vrh, cerkev",142,9,3140.,5,1
16203740,Zeleno okno,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",325,46.51997,16.02422,vrh,175,10,3103.,4,3
16203911,Hum pri Ormožu,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",300,46.41512,16.1997,"vrh, cerkev",107,8,3174.,2,1
16203912,Kog,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",316,46.45586,16.25429,"vrh, cerkev",149,9,3133.,4,2
16203917,Sveti Miklavž (Miklavž pri Ormožu),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",232,46.4592,16.21363,cerkev,91,7,3191.,3,1
16203953,Turistična kmetija Dreisiebner (Srce med vinogradi),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",450,46.67083,15.55112,koča,157,9,3126.,4,3
16203970,Sv. Janez Krstnik (Janževa Gora),Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",404,46.55341,15.48192,"vrh, cerkev",62,6,3248.,2,2
16203971,Janžev vrh,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",821,46.57051,15.47086,vrh,90,7,3195.,2,2
16203972,Kranjčeva pečina,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",960,46.59054,15.4674,vrh,80,7,3211.,3,2
1620743,Košenjak,"Avstrija, Slovenija","Strojna, Košenjak, Kozjak in Slovenske gorice",1522,46.64515,15.03009,vrh,560157,94,208.,9,14
1620745,Dom na Košenjaku,Slovenija,"Strojna, Košenjak, Kozjak in Slovenske gorice",1169,46.63619,15.03218,koča,327067,74,905.,5,2
1620932,Sveti Urban (nad Kozjim Vrhom),"Avstrija, Slovenija","Strojna, Košenjak, Kozjak in Slovenske gorice",1329,46.64963,15.07349,cerkev,303616,71,999.,8,4
16301399,Rotunda sv. Nikolaja (Selo),Slovenija,Prekmurje,251,46.731,16.2773,"vrh, koča, cerkev",362663,77,780.,11,4
16301400,Vršič nad Bogojino,Slovenija,Prekmurje,246,46.68297,16.28028,vrh,127884,52,1663.,6,1
16301632,Tromejnik,"Avstrija, Madžarska, Slovenija",Prekmurje,390,46.8691,16.1138,vrh,271419,68,1118.,10,9
16301635,Grad Grad na Goričkem,Slovenija,Prekmurje,370,46.8002,16.0959,"vrh, cerkev",184505,58,1448.,9,3
16301636,Serdiški breg (Rdeči breg),Slovenija,Prekmurje,416,46.83036,16.0133,vrh,201995,60,1383.,10,8
16301637,Sotinski breg (Kugla),Slovenija,Prekmurje,418,46.836,16.0305,vrh,363545,78,772.,19,7
16302109,Bukovniško jezero,Slovenija,Prekmurje,189,46.6723,16.3363,jezero,253398,66,1184.,10,4
16302113,Sveti Benedikt (Kančevci),Slovenija,Prekmurje,358,46.751,16.2334,"vrh, cerkev",118819,51,1698.,13,5
16302962,Lendavski grad (Dolnjelendavski grad),Slovenija,Prekmurje,205,46.5668,16.4529,vrh,1910,29,2464.,3,1
16302963,Sveta Trojica v Lendavskih goricah,Slovenija,Prekmurje,266,46.5599,16.4617,"vrh, cerkev",1560,26,2541.,4,2
16302964,Razgledni stolp Vinarium Lendava,Slovenija,Prekmurje,302,46.5675,16.4682,"vrh, koča",5570,38,2149.,12,4
